source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
"Pittsburg is a city located in Camp County, Texas.",Pittsburg ist eine Stadt im Camp County im US-Bundesstaat Texas.,皮特斯堡是德克萨斯州坎普县的一个城市,"Petersburg is a city in Kemp County, Texas.","Pittsburg is a city in Camp County, Texas, United States."
Previous versions were based on Knoppix.,Frühere Versionen basierten auf Knoppix.,旧版本基于 Knoppix 。,Old version based on Knoppix.,Previous versions were based on Knoppix.
"Goya submitted entries for the Royal Academy of Fine Art in 1763 and 1766, but was denied entrance.",Goya gab Beiträge für die Royal Academy of Fine Art in 1763 und 1766. Er war nicht erlaubt.,"Goya于1763年和1766年试图进入皇家美术学院,但遭到拒绝。","Goya attempted to enter the Royal School of Fine Arts in 1763 and 1766, but was refused.",Goya gave contributions to the Royal Academy of Fine Art in 1763 and 1766. He was not allowed.
"I Elara did not receive its present name until 1975; before then, it was simply known as.",Elara erhielt seinen heutigen Namen erst 1975. Vorher war er einfach als bekannt.,"1975年,Elara获得了它的名字;在那之前,它被称为 "" Elara "" 。","In 1975, Elara acquired its name; until then, it was known as "" Elara "".",Elara received his current name only in 1975. Before that he was simply known as.
Many have distinct dietary preferences and regularly occur in close association with their food species.,Viele haben einen genauen Ernährungsgeschmack und treten normalerweise in enger Verbindung mit ihrer Nahrungsart auf.,"许多人喜欢不同的饮食,他们喜欢的饮食与其食物种类有关。","Many people like different diets, and their preferred diets are related to their type of food.",Many have an accurate nutritional taste and are usually closely related to their type of food.
"While the weight of matter is entirely dependent upon the strength of gravity, the mass of matter is invariant.","Während das Gewicht der Materie von der Stärke der Schwerkraft abhängt, ist die Masse invariant.","虽然物质重量完全取决于重力,但物质质量是不变的。","While the weight of the substance depends entirely on gravity, the mass of the substance is constant.","While the weight of matter depends on the strength of gravity, the mass is invariant."
He excelled in history throughout his school years while his grades in other subjects remained average.,"Er arbeitete gut in der Geschichte während seiner Schulzeit, aber seine Noten in anderen Fächern waren durchschnittlich.","在学校里,他历史很好,但他的其他成绩是平均的。","At school, he had a good history, but his other scores were even.","He worked well in history during his school years, but his grades in other subjects were average."
"Moderate flooding was reported in Acapulco, resulting in mudslides in some areas.","In Acapulco wurde von mäßigen Überschwemmungen berichtet, die in einigen Gebieten zu Schlammlawinen führten.","据报告,阿卡普尔科发生洪水,造成某些地区的泥石流。","Floods were reported in Acapulco, resulting in mudslides in some areas.","Moderate floods have been reported in Acapulco, leading to mudslides in some areas."
"However, some lemurs do possess toilet-claws.",Einige Lemuren haben jedoch Toilettenkrallen.,有些狐猴确实有诱人的爪子,Some lemurs do have tempting claws.,"However, some lemurs have toilet claws."
"Streets were designated ""East"" or ""West"" if they crossed James Street or Highway 6.","Die Straßen wurden ""East"" oder ""West"" genannt, wenn sie über die James Street oder den Highway 6 gingen.","如果穿过詹姆斯街或6号公路,街道被称为“东”或“西”。","If it passes through James Street or Highway 6, the street is referred to as “East” or “West”.","The streets were called ""East"" or ""West"" when they went across James Street or Highway 6."
"A first language (also mother tongue, native language, arterial language, or L1) is the language a human being learns from birth.","Eine Muttersprache ist die Sprache, die man von Geburt an lernt.","第一种语言是人类从出生起就学习的语言,也称为母语、母语、动脉语言或L1。","The first language is the language in which humans learn from birth, also known as the mother tongue, mother tongue, arterial language or L1.",A native language is the language you learn from birth.
"Armageddon (2008) was a professional wrestling pay-per-view (PPV) event produced by the World Wrestling Entertainment (WWE) promotion, which took place on December 14, 2008 at the HSBC Arena in Buffalo, New York.","Harmagedon (2008) war eine professionelle Wrestling Pay-per-View-Veranstaltung der World Wrestling Entertainment. Sie fand am 14. Dezember 2008 in der HSBC Arena in Buffalo, New York, statt.",这场活动于2008年12月14日在纽约Buffalo的汇丰银行竞技场发生。,"The event took place on 14 December 2008 at the HSBC playing field in Buffalo, New York.","Armageddon (2008) was a professional wrestling pay-per-view event held by World Wrestling Entertainment on 14 December 2008 at the HSBC Arena in Buffalo, New York."
This film is one of the masterpieces of the director Shabab Kiranvi.,Dieser Film ist einer der Hits von Regisseur Shabab Kiranvi.,这部电影是导演Shabab Kiranvi的杰作,This film is the work of director Shabab Kiranvi.,This movie is one of the hits of director Shabab Kiranvi.
"For that year the Festival was moved to other local venues but by the following year the hall had been rebuilt and once again it was opened by the Queen, this time at the start of the 1970 festival.","Das Festival wurde in diesem Jahr an andere lokale Veranstaltungsorte verlegt, aber die Halle wurde im folgenden Jahr wieder aufgebaut und die Königin öffnete es wieder, dieses Mal zu Beginn der 1970er Jahre.","该年,该节日被迁至其他地方,但次年又重建了大厅,女王再次开放,这是在1970年代节日开始时。","That year, the festival was relocated elsewhere, but the hall was rebuilt the following year and the Queen opened again, at the beginning of the holidays of the 1970s.","The festival was moved to other local venues this year, but the hall was rebuilt the following year and the Queen opened it again, this time at the beginning of the 1970s."
"In the list below, works by Plato are marked (1) if there is no consensus among scholars as to whether Plato is the author, and (2) if scholars generally agree that Plato is not the author of the work.","Platons Werke sind vermerkt (2). Wenn es Uneinigkeit gibt, werden sie eine (1) haben.","在以下清单中,柏拉图的作品有标记:(1) 如果学者无法同意柏拉图是否为作者;(2) 如果学者普遍同意柏拉图不是作者,则有标记。","In the following list, Plato's work is marked: (1) if scholars cannot agree whether Plato is the author; (2) if scholars generally agree that Plato is not the author, they are.","Plato's works are noted (2). If there is disagreement, they will have a (1)."
"Before her husband ascended the throne, from 1923 to 1936 she was known as the Duchess of York.","Bevor ihr Mann den Thron bekam, war sie als Herzogin von York bekannt.","在她丈夫成为国王之前,她被称为约克公爵夫人,从1923年到1936年。","Before her husband became king, she was called Duchess Yorke, from 1923 to 1936.","Before her husband got the throne, she was known as the Duchess of York."
"Rotten Tomatoes reported that the film has a ""Rotten"" rating of 37%, based on 103 reviews.","Rotten Tomatoes zeigt eine ""Rotten"" Bewertung von 37%, basierend auf 103 Bewertungen","这部电影的“罗调”分数为37%,",The film has a 37% nuanced score.,"Rotten Tomatoes shows a ""Rotten"" rating of 37% based on 103 reviews"
The German battleship Bismarck is one of the most famous warships of the Second World War.,Das deutsche Schlachtschiff Bismarck ist eines der bekanntesten Schiffe des 2. Weltkriegs.,德国的比斯麦战舰 是第二次世界大战中最著名的战舰之一,The German warship Bismarck is one of the most famous battleships of the Second World War.,The German battleship Bismarck is one of the most famous ships of World War II.
"Joseph Chamberlain (8 July 1836 2 July 1914) was an influential British businessman, politician, and statesman.","Joseph Chamberlain war ein bedeutender Geschäftsmann, Politiker und Staatsmann.","1836年7月8日至1914年7月2日,Joseph Changlain生活于1836年7月8日至1914年7月2日,是一位有影响力的英国商人、政治家和政治家。","From 8 July 1836 to 2 July 1914, Joseph Changlain lived from 8 July 1836 to 2 July 1914 and was an influential British businessman, politician and politician.","Joseph Chamberlain was an important businessman, politician and statesman."
"In popular culture Rice's songs have appeared featured several times on popular films and television shows, adding to his mainstream success.","In der populären Kultur wurden die Lieder von Rice in populären Filmen und Fernsehsendungen verwendet, wodurch er noch beliebter wurde.","Rice的歌曲出现在几个受欢迎的电影和电视节目中,这增加了他们的主流成功。","Rice's songs appeared in several popular films and television programmes, which increased their mainstream success.","In popular culture, Rice's songs were used in popular movies and TV shows, making him even more popular."
The name Perth has hence been used for a number of other settlements around the world.,Der Name Perth wurde für eine Reihe von Siedlungen auf der ganzen Welt verwendet.,珀尔斯已经用来命名世界各地几个定居点,Perse has been used to name a few settlements around the world.,The name Perth was used for a number of settlements around the world.
"In geology, a supercontinent is a landmass comprising more than one continental core, or craton.","In der Geologie ist ein Superkontinent ein Gebiet, das aus mehr als einem großen Erdblock besteht, der eine Landmasse bildet.",超级大陆分泌物是指由不止一个大陆核心(或弧度)构成的陆块。,Supercontinental secretions are land blocks consisting of more than one continental core (or radians).,"In geology, a supercontinent is an area that consists of more than one large block of earth that forms a land mass."
